1
1000 100000
973 724 2
674 451 1
420 216 1
779 54 2
367 973 1
864 474 1
885 471 1
195 249 1
603 997 1
593 37 1
579 465 2
579 979 2
606 572 2
882 297 1
948 518 2
345 456 2
693 796 2
442 874 2
157 733 2
204 228 2
334 911 1
227 682 2
715 309 1
607 597 1
189 116 2
767 210 2
439 363 2
615 947 1
404 548 2
474 849 1
125 121 2
200 748 1
482 710 2
326 331 1
491 487 1
189 683 1
32 568 1
735 592 1
263 311 1
691 842 2
936 157 2
5 963 1
640 433 1
761 295 2
168 622 1
714 185 1
645 543 1
915 587 2
560 147 2
950 51 1
439 14 1
672 557 1
336 672 1
231 213 1
193 171 2
981 615 1
692 403 2
267 704 1
350 571 2
837 852 1
267 275 2
304 501 1
953 633 1
599 558 2
977 351 2
346 480 1
945 396 1
113 852 2
833 343 2
123 794 2
63 93 1
1000 242 2
221 586 2
914 610 1
89 235 2
590 814 2
930 653 2
631 780 2
408 281 2
190 113 2
694 662 1
180 681 1
533 867 1
708 632 2
562 107 1
117 741 2
411 877 2
293 567 2
85 364 1
770 959 1
649 28 1
90 984 2
823 326 2
382 4 2
985 588 1
668 15 1
262 724 2
937 527 2
529 722 2
461 144 1
649 633 2
444 762 1
407 610 1
182 648 2
988 356 1
312 842 2
374 980 2
767 170 2
877 429 1
316 814 2
518 90 2
789 641 1
697 153 2
383 390 1
715 20 2
758 167 1
156 251 1
633 651 1
681 20 2
739 594 1
587 620 1
867 981 1
759 635 1
33 61 1
347 981 2
252 77 1
837 237 2
770 26 2
620 273 2
898 785 2
776 768 2
974 745 2
637 310 2
745 653 2
146 312 2
783 86 1
248 865 1
160 931 2
231 259 1
798 345 2
818 612 1
614 865 1
146 296 1
810 174 1
641 631 2
874 153 2
729 910 1
732 35 2
769 178 2
731 268 1
225 409 1
987 313 2
860 386 2
86 1000 1
32 775 2
79 542 2
982 331 1
605 381 2
677 292 1
903 427 1
570 817 1
833 259 2
670 42 1
750 900 2
905 280 2
118 640 1
131 19 2
527 392 1
218 78 2
659 166 2
537 813 1
851 433 2
693 808 1
834 529 1
999 156 2
16 265 1
399 544 2
43 322 1
166 911 1
617 778 1
220 265 2
175 907 2
153 564 2
213 866 1
715 673 1
813 58 2
343 334 1
102 607 2
749 81 1
948 618 1
860 462 2
627 25 2
650 603 1
166 851 2
145 260 1
890 703 1
416 77 2
845 451 2
595 580 2
432 14 2
267 829 1
824 636 2
147 623 1
597 849 1
624 799 2
685 327 1
256 876 1
246 54 2
297 908 2
558 347 2
925 779 1
820 841 1
644 868 2
753 143 2
413 839 2
858 25 2
508 542 1
686 837 1
511 994 1
16 683 2
116 338 2
199 732 1
906 57 2
414 92 1
514 451 2
507 663 1
706 983 2
508 332 2
966 137 2
517 111 1
198 620 1
63 411 1
987 128 1
737 124 2
854 239 2
942 627 2
347 518 2
489 409 2
43 473 2
541 801 1
939 535 2
472 726 1
73 60 1
704 153 1
407 539 2
216 358 1
439 677 1
114 177 2
371 918 2
345 206 2
819 143 2
867 530 2
769 587 1
657 324 2
567 698 2
751 11 1
590 353 2
778 526 2
1000 47 2
289 544 1
731 865 2
466 313 2
876 400 1
665 953 1
816 98 1
6 821 1
6 703 1
564 754 2
927 333 2
586 945 1
374 601 2
722 289 2
464 775 2
708 352 1
249 880 1
47 931 2
937 31 2
694 361 2
27 958 1
416 322 1
823 752 1
559 797 2
875 338 1
445 738 2
110 453 1
870 890 2
823 60 1
797 983 1
522 246 2
934 974 1
167 703 2
754 597 2
389 92 1
936 606 1
404 422 2
8 310 2
780 643 1
889 153 1
480 988 1
202 90 2
326 127 2
547 509 1
973 554 1
515 996 2
306 926 1
115 261 2
159 24 1
167 732 2
510 974 2
514 769 1
113 511 2
437 36 1
276 31 1
256 709 2
931 750 1
491 397 1
644 540 2
732 27 2
192 289 2
752 652 1
708 345 2
104 532 2
12 947 2
679 391 1
565 690 2
58 42 1
983 505 2
49 347 2
213 800 2
99 474 1
403 385 2
12 880 1
588 249 2
788 919 1
678 21 2
322 657 2
324 794 1
816 801 2
437 442 1
880 645 1
9 10 2
31 762 2
728 385 2
112 455 2
494 743 1
43 909 2
855 564 1
959 252 2
444 902 2
244 819 2
991 172 1
951 227 1
645 715 1
596 211 1
246 724 2
598 142 1
205 925 2
406 566 1
131 314 1
592 403 2
736 106 1
694 209 1
118 658 2
310 939 1
21 961 2
718 13 2
420 90 2
241 367 1
526 601 2
876 717 1
856 743 1
91 554 1
230 376 2
556 796 2
231 846 1
775 894 1
852 870 2
397 301 2
619 491 1
226 234 1
457 495 2
936 618 2
361 600 1
357 949 1
117 450 2
696 596 1
317 136 2
435 108 2
627 834 2
847 679 1
547 440 2
585 116 1
395 120 1
177 937 1
351 341 1
77 749 2
609 639 1
856 502 1
838 727 1
727 288 2
500 927 1
683 351 2
354 468 2
204 341 1
87 965 2
209 717 1
141 596 2
42 727 2
356 660 2
709 561 2
284 174 1
382 580 1
320 930 2
389 971 1
345 440 2
898 935 1
579 126 2
843 220 1
164 223 2
634 944 2
35 939 2
479 505 1
621 434 1
209 865 2
1000 715 1
618 549 2
740 545 2
403 803 1
168 644 1
146 819 2
612 949 1
442 769 2
562 40 2
600 934 1
300 478 1
757 854 1
864 883 1
972 734 1
929 622 1
756 453 2
111 127 1
866 588 2
146 992 2
449 18 1
724 923 2
785 589 2
274 744 1
612 858 2
791 787 1
255 448 2
146 157 1
115 365 1
507 279 1
892 601 2
700 859 1
905 742 2
770 124 2
787 9 2
236 611 1
361 731 2
31 310 1
241 5 2
446 501 2
320 914 1
15 656 2
566 320 1
720 686 1
733 127 2
80 381 2
873 168 2
355 670 2
520 778 1
400 867 2
68 774 1
323 315 1
64 639 1
982 55 1
190 782 2
665 609 2
22 98 1
395 529 1
193 360 1
839 291 1
974 520 2
289 900 1
835 652 1
515 259 1
447 74 1
680 803 2
316 483 2
947 951 1
834 879 1
867 833 2
75 15 2
858 816 2
153 158 2
224 995 2
440 521 2
657 220 1
381 487 2
263 763 1
702 644 1
171 59 2
687 14 1
570 368 2
279 431 2
958 476 2
977 525 1
642 176 1
579 977 2
737 575 1
672 571 1
184 606 2
518 293 2
267 131 1
300 196 1
64 999 2
424 442 2
762 652 2
962 545 2
960 850 2
444 975 1
413 44 1
402 479 1
843 215 1
963 436 2
361 135 1
946 112 2
569 441 2
564 344 1
501 34 1
478 839 1
706 461 2
690 487 2
393 176 1
785 61 2
120 340 2
578 754 1
920 99 2
540 633 1
326 578 1
61 401 1
882 841 1
725 353 2
19 164 1
858 649 2
527 141 1
863 860 2
106 18 2
887 214 2
438 692 1
119 238 2
194 381 1
286 678 2
896 343 2
664 520 1
665 17 2
818 297 1
380 880 2
475 304 2
557 884 2
812 631 1
336 269 2
438 731 1
818 748 2
7 642 2
574 571 1
615 96 1
402 63 1
258 637 2
510 625 2
566 94 2
599 768 2
712 484 2
988 166 2
185 265 2
287 772 2
170 583 2
195 388 2
312 711 1
86 429 1
692 889 2
313 557 1
360 21 2
530 256 2
19 982 1
674 75 2
553 121 1
281 410 1
852 953 2
985 124 2
366 521 1
438 986 1
511 749 2
204 154 1
980 627 2
799 222 1
385 679 1
114 718 1
357 681 2
249 692 1
564 990 2
103 26 1
392 883 1
324 992 1
511 585 2
12 728 1
687 612 1
484 181 2
338 704 1
303 660 1
300 499 2
893 811 1
437 372 2
118 257 2
74 858 2
67 449 1
756 316 2
970 908 2
816 157 2
805 571 2
307 970 2
829 827 1
635 540 1
135 3 1
871 505 2
612 273 1
277 976 2
692 958 1
491 575 2
593 562 2
239 48 1
306 869 1
139 213 1
434 217 1
909 176 2
409 502 1
349 676 2
238 949 2
18 884 2
742 464 2
760 335 2
437 230 2
409 254 2
226 254 1
914 14 2
745 738 2
565 963 2
263 4 2
56 198 2
114 841 1
806 694 1
165 659 1
565 879 2
584 404 2
841 809 2
981 579 1
728 647 1
24 973 2
814 868 2
606 178 1
108 411 1
260 707 1
691 504 2
370 535 1
211 966 1
348 989 2
435 987 1
872 812 1
882 265 2
661 349 1
873 293 2
323 654 1
200 551 2
201 101 1
818 421 1
83 682 2
918 660 1
251 887 2
97 114 2
757 954 2
883 951 1
518 365 1
638 402 1
58 322 2
919 495 1
116 283 1
416 437 2
324 624 2
871 615 1
539 141 2
254 386 1
451 954 2
907 274 1
413 798 2
492 190 1
899 748 1
826 105 2
201 840 1
369 415 1
437 691 1
843 176 1
720 108 2
49 895 1
981 96 2
346 335 1
312 949 2
794 934 1
633 270 2
214 84 2
718 445 2
410 628 2
20 732 1
657 190 1
578 836 1
881 426 1
684 754 2
958 494 2
461 283 2
66 403 1
252 163 2
354 347 1
183 653 1
830 404 1
533 401 1
458 333 2
106 848 1
931 439 2
841 872 1
720 498 1
565 26 2
533 330 2
571 385 2
45 315 1
881 349 2
849 376 2
989 339 2
939 524 1
358 853 2
592 684 1
488 969 2
931 212 2
648 787 2
513 496 1
578 152 1
661 830 1
561 68 2
910 706 2
147 958 2
422 636 1
440 692 2
821 400 1
547 795 2
634 29 1
6 743 2
140 943 2
117 981 2
262 943 2
27 287 2
822 960 2
904 921 2
909 708 2
344 491 1
994 736 2
910 982 2
652 799 1
477 749 1
639 998 1
465 742 1
953 384 2
227 846 2
719 414 1
950 376 1
518 388 1
196 786 1
570 505 1
868 476 1
227 845 1
270 395 2
713 520 2
343 22 2
389 170 2
209 808 1
772 639 2
956 795 2
796 549 2
425 986 2
200 140 1
475 384 1
209 179 1
498 345 2
979 878 2
481 923 2
705 986 2
222 537 2
700 895 1
548 584 2
523 719 2
514 732 2
922 29 1
728 364 1
693 741 2
732 477 1
494 691 2
703 614 1
616 228 2
697 120 1
247 134 1
86 256 2
617 207 1
323 851 2
949 955 2
316 88 1
600 588 2
838 996 1
859 292 1
782 839 1
266 927 2
961 236 2
186 727 2
725 197 1
374 426 2
482 926 2
708 563 1
321 878 1
697 484 1
764 147 1
901 944 1
547 149 1
850 769 2
394 959 2
124 208 2
365 191 1
199 632 2
408 715 2
340 564 1
47 222 2
431 665 1
73 337 1
927 235 1
217 599 1
366 731 2
394 853 2
767 474 1
693 366 1
563 662 1
113 870 1
372 680 2
261 255 1
29 665 2
639 973 2
95 162 2
351 177 2
519 168 1
661 870 2
7 3 1
755 778 2
227 793 2
78 620 2
798 424 1
246 459 2
506 476 1
622 337 1
129 189 2
541 179 2
423 296 1
391 775 2
82 696 1
607 916 2
933 517 1
310 711 2
155 664 1
616 458 1
279 278 1
930 80 2
926 285 1
238 186 2
87 891 2
441 965 2
150 702 1
670 791 2
764 24 2
849 679 1
823 81 1
3 126 2
582 359 2
405 574 2
699 297 1
486 80 2
840 291 1
800 351 1
527 189 1
558 679 1
656 880 1
287 678 1
787 586 2
258 515 2
626 163 1
107 15 1
328 772 2
485 401 2
365 691 1
266 53 2
143 734 2
931 855 1
512 569 1
598 481 1
326 655 1
243 297 2
144 267 2
119 820 1
292 148 1
990 546 2
268 111 2
428 471 1
842 309 1
431 842 1
415 883 1
258 468 2
868 166 2
717 514 1
187 385 2
234 389 1
395 704 1
840 337 1
244 222 2
587 30 1
886 247 2
586 176 1
977 45 1
275 136 1
981 711 1
350 979 2
606 440 1
989 934 2
352 197 1
749 251 2
951 602 2
438 889 2
40 961 1
971 562 1
717 750 2
433 134 2
384 20 1
701 983 2
605 890 1
74 75 1
316 268 2
33 112 2
318 245 1
43 621 1
374 548 2
413 825 1
823 876 1
849 276 1
966 740 1
122 730 1
532 720 1
796 254 2
610 911 2
143 325 2
563 796 1
280 708 1
542 951 1
484 710 1
610 746 1
113 919 1
444 876 1
121 119 2
761 324 1
352 776 1
101 171 2
240 332 2
552 793 1
795 777 2
75 980 1
312 111 1
455 682 2
801 43 1
453 123 2
42 315 1
142 160 1
23 180 2
738 966 1
971 884 1
966 717 1
724 723 2
173 417 1
496 717 2
179 370 1
364 336 1
679 930 2
250 947 2
580 308 1
165 636 2
845 671 2
856 806 1
58 578 2
299 938 2
490 804 2
6 580 1
549 760 1
704 904 1
260 667 1
263 990 2
898 573 2
628 41 1
592 212 1
507 80 1
302 584 2
80 681 2
340 468 2
880 463 2
633 293 1
991 14 2
122 238 1
942 87 2
572 596 2
616 378 1
961 446 1
587 677 2
79 121 2
590 330 2
466 475 2
91 8 1
198 583 2
835 816 1
104 856 1
488 18 1
153 204 1
60 616 1
544 294 2
388 341 2
898 671 2
274 998 1
787 297 1
906 318 2
844 646 1
394 623 1
13 403 1
373 666 2
322 138 1
65 85 1
979 578 1
492 226 1
355 415 1
152 928 1
324 72 2
944 973 1
590 602 1
820 980 2
251 86 2
36 716 1
375 211 1
697 579 2
466 510 1
375 916 1
329 263 2
904 996 1
585 935 1
436 906 2
331 533 2
421 422 2
530 808 2
66 540 1
74 900 2
678 618 1
311 826 2
881 482 1
762 666 1
607 259 2
402 144 2
691 168 2
802 156 2
549 670 1
217 173 1
817 25 2
635 979 2
214 824 1
667 191 2
901 216 2
222 827 2
909 650 2
806 781 2
643 628 1
175 975 1
745 268 2
449 524 2
202 422 2
925 656 2
505 468 2
527 14 2
892 211 1
220 718 2
384 682 2
939 656 1
136 638 2
286 349 1
819 397 2
71 290 2
315 566 2
901 506 1
87 109 2
301 116 1
708 443 1
423 166 2
376 763 2
902 291 2
714 469 1
755 176 1
102 893 2
119 264 2
784 216 1
32 402 2
890 401 2
64 348 2
621 333 1
912 275 1
872 682 2
475 208 2
542 678 2
330 827 2
722 875 2
290 277 2
761 688 1
821 648 1
150 309 2
938 864 1
88 271 2
670 914 2
715 276 2
373 350 2
510 155 2
830 858 2
337 722 2
931 498 1
830 573 1
50 45 1
758 771 1
869 188 2
614 184 2
588 80 1
227 11 1
295 985 1
179 41 2
362 254 1
460 788 2
637 955 1
604 847 1
243 619 2
980 805 1
430 517 1
653 13 1
989 7 2
866 804 1
470 994 2
102 532 1
641 383 2
384 331 1
374 826 1
813 388 2
339 961 2
441 641 2
143 606 2
743 505 1
13 981 2
920 259 1
402 684 2
272 801 2
669 608 2
754 42 2
615 665 1
637 336 2
8 165 2
192 710 1
964 604 1
419 810 2
723 949 2
827 606 2
46 659 1
641 997 2
842 70 2
376 734 2
5 483 1
23 485 1
420 705 1
71 667 1
187 471 2
839 600 1
597 623 1
434 823 1
799 93 2
664 247 2
477 342 1
444 505 1
442 157 1
640 840 2
617 996 1
135 321 2
844 438 1
171 842 1
204 770 2
777 166 1
138 54 1
41 59 1
229 720 2
260 286 2
702 704 1
604 763 1
47 941 1
514 586 2
505 752 2
692 315 1
642 818 1
697 969 2
909 984 2
141 115 2
759 461 1
339 793 1
670 645 1
407 690 1
16 599 2
393 755 2
516 370 1
256 653 1
10 514 1
582 588 1
541 887 2
637 167 2
936 19 1
534 440 2
717 336 1
903 218 2
844 872 1
932 795 2
977 136 2
741 634 1
438 814 2
560 670 2
555 981 1
232 387 1
509 12 2
780 674 1
766 520 2
120 150 2
915 920 2
336 82 1
991 984 2
295 356 2
335 366 1
312 322 2
762 930 2
174 661 2
317 41 2
125 717 1
193 216 1
944 818 2
135 282 2
131 648 2
284 895 1
239 204 1
689 970 2
951 885 1
52 794 2
165 306 2
746 321 1
802 83 1
539 827 2
252 241 2
98 66 2
883 819 2
930 737 2
544 957 1
272 896 2
945 853 2
947 70 2
701 10 2
80 240 2
129 311 1
535 775 1
110 201 1
398 730 1
282 732 2
605 228 2
61 371 1
590 105 1
882 868 1
105 119 2
802 761 1
449 607 1
251 391 1
424 597 2
851 692 2
340 30 1
333 224 1
731 301 1
360 441 1
586 606 2
232 778 1
931 19 2
476 378 1
494 612 1
224 354 1
211 709 1
111 112 1
541 17 2
499 603 2
178 702 2
481 624 2
356 847 1
764 261 1
218 972 1
402 131 1
593 73 2
325 194 1
421 839 1
445 301 2
244 824 1
217 55 2
988 112 2
450 810 1
155 755 2
631 331 2
153 519 1
556 5 2
879 44 2
38 294 2
170 104 2
494 656 2
168 945 1
236 481 1
477 892 2
186 719 1
347 903 2
258 716 2
756 744 2
498 556 1
118 697 1
187 967 1
631 432 1
202 472 1
891 761 1
415 801 2
625 509 2
138 499 2
620 582 1
240 998 2
450 246 2
859 667 1
218 432 1
573 823 1
679 728 2
935 371 2
548 541 2
158 499 1
665 313 2
14 431 1
47 909 2
986 916 1
747 248 1
632 162 2
575 740 1
428 238 2
298 461 1
914 868 1
267 528 2
419 252 2
410 820 2
617 709 2
25 807 2
214 453 2
871 723 1
784 856 1
977 14 1
835 896 2
929 670 2
588 148 1
825 702 1
168 319 2
581 79 1
9 710 1
181 517 1
662 923 1
68 548 1
387 735 1
278 141 2
493 776 2
167 415 2
738 148 2
384 598 1
326 274 2
674 174 1
902 818 1
182 406 2
268 119 1
169 478 2
905 278 1
868 680 1
233 100 1
29 323 2
331 226 2
237 50 2
102 335 2
978 781 2
165 255 1
920 43 2
913 519 1
338 756 1
937 742 2
981 309 1
391 960 1
953 647 1
852 816 2
950 42 1
594 949 1
188 655 2
673 807 2
319 899 1
862 899 2
208 499 1
392 572 1
644 833 2
230 94 2
944 336 1
533 649 2
890 136 1
399 533 1
783 533 2
614 28 2
150 773 2
232 935 1
265 164 1
489 195 2
355 208 2
522 142 1
777 547 2
323 38 2
242 263 1
562 461 1
377 799 2
204 123 1
487 462 1
9 365 2
509 604 1
700 454 2
785 555 2
976 398 1
556 390 2
662 400 2
228 231 1
573 615 2
334 837 1
142 760 2
859 29 2
164 556 1
841 4 2
991 162 1
280 748 1
768 980 2
313 257 1
896 683 1
354 478 2
482 339 2
465 405 2
934 745 1
760 808 1
547 23 2
277 222 1
935 679 1
364 257 2
502 248 2
330 470 2
802 778 1
405 933 1
149 270 2
168 659 1
416 360 2
891 566 2
750 159 1
341 184 1
335 104 1
557 507 1
107 75 2
948 434 2
74 750 2
376 927 1
395 302 2
608 424 2
860 692 1
119 192 1
515 931 1
794 691 1
125 827 1
335 453 1
700 730 2
869 139 2
405 396 2
950 37 2
160 879 1
349 159 2
519 726 1
409 889 2
206 807 1
23 526 2
528 219 2
203 280 2
186 68 2
931 214 2
289 286 1
757 533 2
137 193 1
103 396 2
968 19 1
285 602 1
271 905 1
967 968 2
42 646 1
537 414 1
258 133 1
149 438 2
885 232 1
945 310 1
364 54 1
341 722 1
165 71 2
697 202 1
334 283 1
183 486 1
92 574 2
549 38 1
48 214 2
233 87 2
878 944 2
134 50 1
469 675 2
166 509 2
175 159 1
167 834 1
833 128 2
485 451 1
881 484 1
945 206 1
578 803 1
324 498 2
747 952 1
725 10 1
610 602 2
505 84 2
306 884 1
392 716 2
310 811 1
41 625 2
13 38 2
313 995 2
280 34 1
495 979 1
217 727 1
568 571 1
491 20 1
966 387 2
234 48 1
295 667 1
247 139 2
412 277 1
74 547 1
588 6 1
60 937 2
292 118 1
800 668 1
290 293 2
667 926 1
819 824 2
426 669 1
412 52 1
319 185 2
893 372 2
739 95 2
688 830 1
842 194 1
476 932 2
159 276 2
992 874 1
717 689 1
611 575 2
365 493 1
654 232 1
668 864 2
502 145 1
242 404 1
185 530 1
151 641 1
210 403 2
36 904 2
788 31 2
204 913 2
717 444 2
833 820 2
650 950 2
188 719 1
25 877 1
952 207 1
876 238 2
51 288 1
863 138 1
215 643 2
825 723 1
432 700 2
964 680 2
221 124 1
449 508 2
4 353 1
934 894 1
682 460 2
181 408 2
302 102 1
907 944 1
263 137 1
68 478 2
325 642 2
938 109 2
251 722 2
549 524 1
386 768 1
274 159 1
645 397 1
103 768 1
188 533 1
127 313 1
616 500 2
645 550 2
580 726 2
109 932 2
554 530 1
462 997 2
195 466 1
230 431 1
633 464 2
298 284 1
523 203 2
121 616 2
253 125 2
469 607 2
196 166 2
339 735 1
71 299 2
145 612 2
111 136 2
122 816 1
429 103 1
481 910 1
583 636 1
459 273 2
875 54 1
554 835 2
521 480 2
690 634 1
149 511 2
488 364 1
822 844 2
80 856 2
843 668 2
464 305 2
925 255 2
555 584 1
493 996 2
179 773 2
937 334 2
628 963 2
743 474 2
675 346 2
418 143 2
45 53 2
62 331 2
440 789 1
524 694 2
641 927 1
343 427 1
834 500 2
245 511 1
261 40 1
849 955 1
846 521 2
70 604 2
268 864 2
739 549 2
560 677 1
752 599 2
822 989 1
411 378 2
834 747 2
349 890 2
813 866 2
63 811 1
584 678 2
553 379 2
49 233 1
251 619 1
378 301 1
665 665 1
248 210 2
893 411 1
440 162 2
213 688 2
348 614 2
573 857 1
982 876 1
662 221 2
552 968 1
449 420 1
895 342 1
223 123 1
505 560 1
767 329 2
853 710 2
690 632 2
84 465 1
305 577 1
447 124 1
608 400 1
348 761 1
215 244 2
837 695 2
926 709 1
182 693 2
283 570 1
994 294 2
387 171 2
612 867 1
189 539 2
669 827 2
231 740 2
298 477 1
419 53 1
597 898 2
228 238 2
353 885 2
810 640 2
91 835 2
623 377 2
607 759 2
190 361 2
724 731 1
585 191 2
491 906 1
461 932 2
767 261 2
78 354 1
598 585 1
442 81 1
128 227 1
729 804 1
763 870 1
150 255 1
169 356 2
987 100 1
195 688 2
698 877 1
32 51 2
311 366 2
48 331 2
300 287 1
480 202 2
78 852 2
145 749 1
612 978 1
247 180 1
80 187 2
967 237 1
786 774 2
542 911 2
686 694 2
540 408 1
42 367 2
849 541 2
528 496 1
448 844 1
714 115 2
997 99 1
823 208 1
247 40 2
243 548 1
113 722 1
693 800 1
143 206 1
186 697 1
850 880 2
655 951 2
754 269 2
17 94 2
950 634 2
625 450 2
151 969 2
51 579 1
450 653 2
454 131 1
135 802 1
942 501 2
387 7 1
632 485 2
776 958 1
804 23 2
476 417 2
685 125 2
454 738 2
527 904 1
679 515 1
23 703 1
169 472 1
97 377 2
620 357 2
924 346 1
427 498 2
95 422 2
19 600 1
731 346 1
201 559 1
91 641 1
336 111 2
897 504 1
89 720 1
927 861 2
276 243 2
95 773 1
549 927 2
333 211 1
83 130 1
50 127 2
644 356 1
857 364 2
365 851 2
796 810 2
170 548 1
972 268 1
618 186 1
680 227 1
860 899 2
974 744 1
535 805 2
725 36 2
180 529 1
927 472 2
958 706 2
808 41 2
260 105 2
30 829 1
849 747 2
370 88 1
541 945 2
666 6 2
963 306 2
413 819 1
661 743 1
123 630 1
132 906 2
234 481 1
175 982 2
40 445 1
281 651 1
717 276 1
557 582 1
806 243 2
800 406 1
685 31 1
549 117 2
869 654 1
195 774 1
877 599 2
631 585 1
955 865 1
905 789 1
827 186 2
725 929 2
585 251 2
392 947 2
151 611 2
352 880 2
842 508 2
729 185 1
557 511 2
849 700 1
448 900 1
754 583 2
253 307 2
882 676 1
646 681 1
204 676 2
576 165 2
785 157 1
123 899 1
816 94 2
945 424 1
707 412 1
497 128 2
386 678 1
432 205 1
440 138 2
624 351 1
230 91 2
101 678 1
951 635 2
763 858 1
941 557 2
450 701 2
990 428 1
130 353 1
598 660 1
702 852 2
861 150 1
859 322 2
537 571 2
320 728 2
959 741 1
846 441 2
833 807 2
78 777 2
109 778 2
178 471 2
55 928 1
985 707 1
156 225 1
413 559 1
777 610 2
317 125 2
590 373 2
451 67 2
194 948 1
880 10 2
642 838 1
318 760 2
851 943 1
349 855 1
753 514 2
599 632 1
124 842 1
93 247 1
18 520 2
54 988 1
121 670 1
36 763 1
536 971 2
343 198 1
281 622 2
963 714 2
128 823 1
204 88 2
596 17 1
837 950 2
254 233 1
797 359 2
498 42 2
312 778 1
871 525 2
583 302 2
749 943 2
441 873 1
464 278 2
859 81 2
826 567 1
206 120 1
883 596 2
777 83 1
764 693 2
668 147 1
793 363 1
481 515 2
681 389 2
405 706 1
431 682 2
202 152 2
328 194 1
444 107 2
630 225 2
725 85 1
703 954 1
521 138 1
668 854 2
514 640 1
365 948 2
872 530 1
757 1000 2
906 263 1
295 54 2
942 264 1
396 644 1
700 423 1
976 959 2
557 182 2
910 854 1
69 51 1
884 635 1
948 341 1
843 98 2
200 505 1
349 376 2
233 623 1
751 888 2
489 675 2
490 707 1
223 685 2
917 947 1
543 176 1
917 46 1
219 556 1
402 119 2
94 598 2
868 582 2
322 620 2
51 483 2
75 581 2
197 395 1
937 353 1
333 558 1
677 229 2
545 691 2
437 595 2
80 516 2
488 394 1
692 423 1
978 232 1
38 837 2
962 321 2
484 729 2
755 976 2
472 668 1
307 394 2
722 30 2
950 21 1
836 207 2
517 59 1
198 13 2
694 322 1
707 327 1
198 320 2
338 938 2
121 768 2
636 813 1
798 997 2
447 280 1
275 986 2
248 528 2
26 594 2
34 720 1
200 455 2
234 253 2
491 37 2
182 496 1
748 372 1
139 542 1
908 951 1
716 234 2
508 59 2
394 823 1
583 136 1
341 895 1
618 642 1
243 276 2
992 158 2
596 890 2
757 337 1
23 998 2
769 457 2
256 17 2
271 842 2
332 222 1
761 849 2
334 545 2
305 7 2
602 696 2
782 90 2
329 935 1
584 564 1
873 316 2
142 35 2
685 221 2
907 453 2
448 206 2
932 369 2
481 331 1
409 155 1
9 169 1
666 360 2
724 213 2
19 942 2
749 48 2
690 84 2
485 20 2
673 314 1
568 637 1
335 577 2
121 190 1
396 56 2
725 135 2
815 71 2
342 924 1
737 742 1
849 880 1
180 136 1
394 441 2
827 588 2
357 81 2
272 196 2
752 830 1
458 86 2
97 105 2
249 441 1
792 533 2
46 815 1
499 155 2
16 698 1
619 204 2
426 763 2
312 205 1
614 60 1
948 973 1
114 304 1
537 60 1
457 846 2
304 65 2
13 896 1
972 691 2
643 263 1
660 873 1
914 604 2
479 886 2
441 249 2
922 428 2
594 38 1
546 346 2
657 755 1
223 853 2
283 846 2
406 220 1
451 510 1
490 442 2
293 936 1
930 480 2
127 613 1
714 563 2
103 949 2
848 759 2
270 60 2
174 879 1
934 936 2
721 63 1
832 85 2
283 22 1
860 118 1
500 625 1
179 183 1
559 256 1
792 530 1
984 653 1
738 695 1
163 979 1
503 308 1
367 466 2
110 397 1
179 975 1
873 614 2
989 723 1
312 772 1
176 111 2
161 558 2
619 452 1
950 709 2
753 928 1
874 184 1
11 429 1
868 868 1
324 891 2
490 221 2
290 86 2
30 132 2
927 665 1
731 928 2
954 403 2
724 294 1
195 497 2
519 768 1
385 530 1
957 829 2
230 701 1
876 773 2
321 44 1
159 23 2
62 39 2
914 111 2
764 410 2
62 298 2
227 300 2
407 523 2
836 961 2
518 788 1
14 938 1
652 759 2
147 330 2
545 193 2
454 332 2
727 641 1
174 656 2
372 314 1
233 694 1
988 783 1
724 838 1
5 915 2
242 309 2
397 455 1
41 748 2
298 711 2
138 300 2
193 104 2
877 522 2
126 637 1
672 763 1
815 696 2
321 184 2
50 44 2
290 96 2
484 767 1
985 534 2
315 730 1
272 242 2
840 537 2
75 891 2
80 138 1
720 122 1
23 182 1
733 607 1
827 375 1
160 627 2
840 559 2
883 107 1
316 520 2
87 755 2
697 950 1
993 499 2
895 547 1
385 435 2
110 508 1
537 665 1
980 228 2
690 595 1
753 960 1
951 660 2
767 939 2
339 466 2
211 741 1
646 26 2
656 268 1
230 453 2
483 822 2
373 291 2
918 780 1
728 666 2
422 771 2
660 653 2
975 613 2
48 221 2
765 205 2
724 615 1
813 172 2
647 266 2
149 572 1
709 948 1
886 530 1
133 499 1
598 347 2
627 339 2
825 820 1
780 454 1
711 304 1
493 245 1
272 350 1
626 542 1
879 146 1
605 788 2
611 401 2
58 51 2
341 118 2
706 471 2
33 899 2
776 901 2
357 133 1
228 63 1
74 878 2
239 255 2
775 81 2
230 620 1
382 878 2
549 397 2
214 937 1
345 252 1
820 434 2
304 241 2
768 665 1
252 405 1
830 165 1
558 337 2
607 524 2
383 241 2
852 725 2
970 794 1
905 485 1
177 653 2
405 502 2
852 222 1
664 424 2
971 367 2
272 252 1
385 71 2
751 248 1
937 72 2
385 57 2
514 944 2
269 796 1
389 967 2
344 576 2
483 245 2
537 147 2
842 254 2
26 562 2
644 687 1
16 351 1
345 336 2
799 274 1
549 806 2
207 269 2
650 718 1
232 731 1
793 459 1
153 878 1
